date,product,min_price,max_price,avg_price,unit,market
2025-04-16,Portakal (Valencia Pak),20.0,40.0,30.0,Kg,antalya
2025-04-17,Greyfurt,20.0,35.0,27.5,Kg,antalya
2025-04-17,Limon,25.0,50.0,37.5,Kg,antalya
2025-04-17,Portakal (Sıkmalık),15.0,30.0,22.5,Kg,antalya
2025-04-17,Portakal (Valencia Pak),20.0,40.0,30.0,Kg,antalya
2025-04-18,Greyfurt,20.0,35.0,27.5,Kg,antalya
2025-04-18,Limon,25.0,50.0,37.5,Kg,antalya
2025-04-18,Portakal (Sıkmalık),15.0,30.0,22.5,Kg,antalya
2025-04-18,Portakal (Valencia Pak),20.0,40.0,30.0,Kg,antalya
2025-04-19,Greyfurt,25.0,40.0,32.5,Kg,antalya
2025-04-19,Limon,25.0,55.0,40.0,Kg,antalya
2025-04-19,Portakal (Sıkmalık),15.0,30.0,22.5,Kg,antalya
2025-04-19,Portakal (Valencia Pak),30.0,50.0,40.0,Kg,antalya
2025-04-21,Greyfurt,25.0,40.0,32.5,Kg,antalya
2025-04-21,Limon,25.0,55.0,40.0,Kg,antalya
2025-04-21,Portakal (Sıkmalık),15.0,30.0,22.5,Kg,antalya
2025-04-21,Portakal (Valencia Pak),30.0,50.0,40.0,Kg,antalya
2025-04-22,Greyfurt,25.0,40.0,32.5,Kg,antalya
2025-04-22,Limon,25.0,55.0,40.0,Kg,antalya
2025-04-22,Portakal (Sıkmalık),15.0,30.0,22.5,Kg,antalya
2025-04-22,Portakal (Valencia Pak),30.0,50.0,40.0,Kg,antalya
2025-04-23,Greyfurt,25.0,40.0,32.5,Kg,antalya
2025-04-23,Limon,25.0,55.0,40.0,Kg,antalya
2025-04-23,Portakal (Sıkmalık),15.0,30.0,22.5,Kg,antalya
2025-04-23,Portakal (Valencia Pak),30.0,50.0,40.0,Kg,antalya
2025-04-24,Greyfurt,25.0,40.0,32.5,Kg,antalya
2025-04-24,Limon,25.0,55.0,40.0,Kg,antalya
2025-04-24,Portakal (Sıkmalık),15.0,30.0,22.5,Kg,antalya
2025-04-24,Portakal (Valencia Pak),30.0,50.0,40.0,Kg,antalya
2025-04-25,Greyfurt,25.0,40.0,32.5,Kg,antalya
2025-04-25,Limon,25.0,55.0,40.0,Kg,antalya
2025-04-25,Portakal (Sıkmalık),15.0,30.0,22.5,Kg,antalya
2025-04-25,Portakal (Valencia Pak),30.0,50.0,40.0,Kg,antalya
2025-04-26,Greyfurt,25.0,40.0,32.5,Kg,antalya
2025-04-26,Limon,25.0,55.0,40.0,Kg,antalya
2025-04-26,Portakal (Sıkmalık),15.0,30.0,22.5,Kg,antalya
2025-04-26,Portakal (Valencia Pak),30.0,50.0,40.0,Kg,antalya
2025-04-28,Greyfurt,25.0,40.0,32.5,Kg,antalya
2025-04-28,Limon,25.0,55.0,40.0,Kg,antalya
2025-04-28,Portakal (Sıkmalık),15.0,30.0,22.5,Kg,antalya
2025-04-28,Portakal (Valencia Pak),30.0,50.0,40.0,Kg,antalya
2025-04-29,Greyfurt,25.0,40.0,32.5,Kg,antalya
2025-04-29,Limon,25.0,55.0,40.0,Kg,antalya
2025-04-29,Portakal (Sıkmalık),15.0,30.0,22.5,Kg,antalya
2025-04-29,Portakal (Valencia Pak),30.0,50.0,40.0,Kg,antalya
2025-04-30,Greyfurt,25.0,40.0,32.5,Kg,antalya
2025-04-30,Limon,25.0,55.0,40.0,Kg,antalya
2025-04-30,Portakal (Sıkmalık),15.0,30.0,22.5,Kg,antalya
2025-04-30,Portakal (Valencia Pak),30.0,50.0,40.0,Kg,antalya
2025-05-01,Greyfurt,25.0,40.0,32.5,Kg,antalya
2025-05-01,Limon,25.0,55.0,40.0,Kg,antalya
2025-05-01,Portakal (Sıkmalık),15.0,30.0,22.5,Kg,antalya
2025-05-01,Portakal (Valencia Pak),30.0,50.0,40.0,Kg,antalya
2025-05-02,Greyfurt,25.0,40.0,32.5,Kg,antalya
2025-05-02,Limon,25.0,55.0,40.0,Kg,antalya
2025-05-02,Portakal (Sıkmalık),15.0,30.0,22.5,Kg,antalya
2025-05-02,Portakal (Valencia Pak),30.0,50.0,40.0,Kg,antalya
2025-05-03,Greyfurt,20.0,45.0,32.5,Kg,antalya
2025-05-03,Limon,25.0,55.0,40.0,Kg,antalya
2025-05-03,Portakal (Sıkmalık),20.0,33.0,26.5,Kg,antalya
2025-05-03,Portakal (Valencia Pak),25.0,45.0,35.0,Kg,antalya
2025-05-05,Greyfurt,20.0,45.0,32.5,Kg,antalya
2025-05-05,Limon,25.0,55.0,40.0,Kg,antalya
2025-05-05,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-05,Portakal (Valencia Pak),30.0,50.0,40.0,Kg,antalya
2025-05-06,Greyfurt,20.0,45.0,32.5,Kg,antalya
2025-05-06,Limon,25.0,55.0,40.0,Kg,antalya
2025-05-06,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-06,Portakal (Valencia Pak),30.0,50.0,40.0,Kg,antalya
2025-05-07,Greyfurt,20.0,45.0,32.5,Kg,antalya
2025-05-07,Limon,25.0,55.0,40.0,Kg,antalya
2025-05-07,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-07,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-08,Greyfurt,25.0,50.0,37.5,Kg,antalya
2025-05-08,Limon,25.0,55.0,40.0,Kg,antalya
2025-05-08,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-08,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-09,Greyfurt,25.0,50.0,37.5,Kg,antalya
2025-05-09,Limon,25.0,55.0,40.0,Kg,antalya
2025-05-09,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-09,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-10,Greyfurt,25.0,50.0,37.5,Kg,antalya
2025-05-10,Limon,25.0,55.0,40.0,Kg,antalya
2025-05-10,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-10,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-12,Greyfurt,25.0,50.0,37.5,Kg,antalya
2025-05-12,Limon,25.0,55.0,40.0,Kg,antalya
2025-05-12,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-12,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-13,Greyfurt,25.0,50.0,37.5,Kg,antalya
2025-05-13,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-13,Limon,25.0,55.0,40.0,Kg,antalya
2025-05-13,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-13,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-14,Greyfurt,25.0,50.0,37.5,Kg,antalya
2025-05-14,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-14,Limon,25.0,55.0,40.0,Kg,antalya
2025-05-14,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-14,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-15,Greyfurt,30.0,55.0,42.5,Kg,antalya
2025-05-15,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-15,Limon,25.0,57.0,41.0,Kg,antalya
2025-05-15,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-15,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-16,Greyfurt,40.0,75.0,57.5,Kg,antalya
2025-05-16,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-16,Limon,25.0,57.0,41.0,Kg,antalya
2025-05-16,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-16,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-17,Greyfurt,40.0,75.0,57.5,Kg,antalya
2025-05-17,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-17,Limon,30.0,60.0,45.0,Kg,antalya
2025-05-17,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-17,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-19,Greyfurt,40.0,75.0,57.5,Kg,antalya
2025-05-19,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-19,Limon,35.0,65.0,50.0,Kg,antalya
2025-05-19,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-19,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-20,Greyfurt,40.0,75.0,57.5,Kg,antalya
2025-05-20,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-20,Limon,40.0,70.0,55.0,Kg,antalya
2025-05-20,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-20,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-21,Greyfurt,40.0,75.0,57.5,Kg,antalya
2025-05-21,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-21,Limon,40.0,70.0,55.0,Kg,antalya
2025-05-21,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-21,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-22,Greyfurt,40.0,70.0,55.0,Kg,antalya
2025-05-22,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-22,Limon,40.0,70.0,55.0,Kg,antalya
2025-05-22,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-22,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-23,Greyfurt,40.0,70.0,55.0,Kg,antalya
2025-05-23,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-23,Limon,40.0,70.0,55.0,Kg,antalya
2025-05-23,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-23,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-24,Greyfurt,40.0,70.0,55.0,Kg,antalya
2025-05-24,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-24,Limon,40.0,70.0,55.0,Kg,antalya
2025-05-24,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-24,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-26,Greyfurt,40.0,70.0,55.0,Kg,antalya
2025-05-26,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-26,Limon,40.0,70.0,55.0,Kg,antalya
2025-05-26,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-26,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-27,Greyfurt,40.0,70.0,55.0,Kg,antalya
2025-05-27,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-27,Limon,35.0,75.0,55.0,Kg,antalya
2025-05-27,Portakal (Sıkmalık),20.0,38.0,29.0,Kg,antalya
2025-05-27,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-28,Greyfurt,40.0,70.0,55.0,Kg,antalya
2025-05-28,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-28,Limon,35.0,75.0,55.0,Kg,antalya
2025-05-28,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-05-28,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-29,Greyfurt,40.0,70.0,55.0,Kg,antalya
2025-05-29,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-29,Limon,35.0,75.0,55.0,Kg,antalya
2025-05-29,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-05-29,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-30,Greyfurt,40.0,70.0,55.0,Kg,antalya
2025-05-30,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-30,Limon,35.0,75.0,55.0,Kg,antalya
2025-05-30,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-05-30,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-05-31,Greyfurt,40.0,70.0,55.0,Kg,antalya
2025-05-31,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-05-31,Limon,35.0,75.0,55.0,Kg,antalya
2025-05-31,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-05-31,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-06-02,Greyfurt,40.0,70.0,55.0,Kg,antalya
2025-06-02,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-02,Limon,35.0,75.0,55.0,Kg,antalya
2025-06-02,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-02,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-06-03,Greyfurt,40.0,70.0,55.0,Kg,antalya
2025-06-03,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-03,Limon,35.0,75.0,55.0,Kg,antalya
2025-06-03,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-03,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-06-04,Greyfurt,40.0,70.0,55.0,Kg,antalya
2025-06-04,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-04,Limon,35.0,75.0,55.0,Kg,antalya
2025-06-04,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-04,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-06-05,Greyfurt,40.0,70.0,55.0,Kg,antalya
2025-06-05,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-05,Limon,35.0,75.0,55.0,Kg,antalya
2025-06-05,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-05,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-06-06,Greyfurt,25.0,50.0,37.5,Kg,antalya
2025-06-06,Lime Limon,120.0,260.0,190.0,Kg,antalya
2025-06-06,Limon,40.0,75.0,57.5,Kg,antalya
2025-06-06,Portakal (Sıkmalık),10.0,25.0,17.5,Kg,antalya
2025-06-06,Portakal (Valencia Pak),15.0,30.0,22.5,Kg,antalya
2025-06-07,Greyfurt,25.0,50.0,37.5,Kg,antalya
2025-06-07,Lime Limon,120.0,260.0,190.0,Kg,antalya
2025-06-07,Limon,40.0,75.0,57.5,Kg,antalya
2025-06-07,Portakal (Sıkmalık),10.0,25.0,17.5,Kg,antalya
2025-06-07,Portakal (Valencia Pak),15.0,30.0,22.5,Kg,antalya
2025-06-09,Greyfurt,25.0,50.0,37.5,Kg,antalya
2025-06-09,Lime Limon,120.0,260.0,190.0,Kg,antalya
2025-06-09,Limon,40.0,75.0,57.5,Kg,antalya
2025-06-09,Portakal (Sıkmalık),10.0,25.0,17.5,Kg,antalya
2025-06-09,Portakal (Valencia Pak),15.0,30.0,22.5,Kg,antalya
2025-06-10,Greyfurt,40.0,80.0,60.0,Kg,antalya
2025-06-10,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-10,Limon,35.0,75.0,55.0,Kg,antalya
2025-06-10,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-10,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-06-11,Greyfurt,40.0,80.0,60.0,Kg,antalya
2025-06-11,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-11,Limon,40.0,85.0,62.5,Kg,antalya
2025-06-11,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-11,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-06-12,Greyfurt,40.0,80.0,60.0,Kg,antalya
2025-06-12,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-12,Limon,30.0,95.0,62.5,Kg,antalya
2025-06-12,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-12,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-06-13,Greyfurt,40.0,80.0,60.0,Kg,antalya
2025-06-13,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-13,Limon,30.0,95.0,62.5,Kg,antalya
2025-06-13,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-13,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-06-14,Greyfurt,40.0,80.0,60.0,Kg,antalya
2025-06-14,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-14,Limon,30.0,95.0,62.5,Kg,antalya
2025-06-14,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-14,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-06-16,Greyfurt,40.0,80.0,60.0,Kg,antalya
2025-06-16,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-16,Limon,40.0,100.0,70.0,Kg,antalya
2025-06-16,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-16,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-06-17,Greyfurt,50.0,100.0,75.0,Kg,antalya
2025-06-17,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-17,Limon,45.0,105.0,75.0,Kg,antalya
2025-06-17,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-17,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-06-18,Greyfurt,50.0,100.0,75.0,Kg,antalya
2025-06-18,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-18,Limon,45.0,105.0,75.0,Kg,antalya
2025-06-18,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-18,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-06-19,Greyfurt,50.0,100.0,75.0,Kg,antalya
2025-06-19,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-19,Limon,45.0,105.0,75.0,Kg,antalya
2025-06-19,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-19,Portakal (Valencia Pak),35.0,55.0,45.0,Kg,antalya
2025-06-20,Greyfurt,50.0,100.0,75.0,Kg,antalya
2025-06-20,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-20,Limon,45.0,105.0,75.0,Kg,antalya
2025-06-20,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-20,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-06-21,Greyfurt,50.0,100.0,75.0,Kg,antalya
2025-06-21,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-21,Limon,45.0,105.0,75.0,Kg,antalya
2025-06-21,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-21,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-06-23,Greyfurt,50.0,100.0,75.0,Kg,antalya
2025-06-23,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-23,Limon,45.0,105.0,75.0,Kg,antalya
2025-06-23,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-23,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-06-24,Greyfurt,50.0,100.0,75.0,Kg,antalya
2025-06-24,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-24,Limon,45.0,105.0,75.0,Kg,antalya
2025-06-24,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-24,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-06-25,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-25,Limon,45.0,105.0,75.0,Kg,antalya
2025-06-25,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-25,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-06-26,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-26,Limon,45.0,105.0,75.0,Kg,antalya
2025-06-26,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-26,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-06-27,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-27,Limon,45.0,105.0,75.0,Kg,antalya
2025-06-27,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-27,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-06-28,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-28,Limon,45.0,105.0,75.0,Kg,antalya
2025-06-28,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-28,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-06-30,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-06-30,Limon,45.0,105.0,75.0,Kg,antalya
2025-06-30,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-06-30,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-07-01,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-07-01,Limon,45.0,105.0,75.0,Kg,antalya
2025-07-01,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-01,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-07-02,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-07-02,Limon,45.0,105.0,75.0,Kg,antalya
2025-07-02,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-02,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-07-03,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-07-03,Limon,45.0,105.0,75.0,Kg,antalya
2025-07-03,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-03,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-07-04,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-07-04,Limon,45.0,105.0,75.0,Kg,antalya
2025-07-04,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-04,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-07-05,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-07-05,Limon,45.0,105.0,75.0,Kg,antalya
2025-07-05,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-05,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-07-07,Lime Limon,150.0,178.0,164.0,Kg,antalya
2025-07-07,Limon,45.0,105.0,75.0,Kg,antalya
2025-07-07,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-07,Portakal (Valencia Pak),40.0,58.0,49.0,Kg,antalya
2025-07-08,Lime Limon,120.0,178.0,149.0,Kg,antalya
2025-07-08,Limon,45.0,105.0,75.0,Kg,antalya
2025-07-08,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-08,Portakal (Valencia Pak),30.0,60.0,45.0,Kg,antalya
2025-07-09,Lime Limon,120.0,178.0,149.0,Kg,antalya
2025-07-09,Limon,45.0,105.0,75.0,Kg,antalya
2025-07-09,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-09,Portakal (Valencia Pak),30.0,60.0,45.0,Kg,antalya
2025-07-10,Lime Limon,120.0,178.0,149.0,Kg,antalya
2025-07-10,Limon,45.0,105.0,75.0,Kg,antalya
2025-07-10,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-10,Portakal (Valencia Pak),30.0,60.0,45.0,Kg,antalya
2025-07-11,Lime Limon,120.0,178.0,149.0,Kg,antalya
2025-07-11,Limon,45.0,105.0,75.0,Kg,antalya
2025-07-11,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-11,Portakal (Valencia Pak),30.0,60.0,45.0,Kg,antalya
2025-07-12,Lime Limon,130.0,190.0,160.0,Kg,antalya
2025-07-12,Limon,45.0,105.0,75.0,Kg,antalya
2025-07-12,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-12,Portakal (Valencia Pak),30.0,60.0,45.0,Kg,antalya
2025-07-14,Lime Limon,130.0,190.0,160.0,Kg,antalya
2025-07-14,Limon,45.0,105.0,75.0,Kg,antalya
2025-07-14,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-14,Portakal (Valencia Pak),30.0,60.0,45.0,Kg,antalya
2025-07-15,Lime Limon,130.0,190.0,160.0,Kg,antalya
2025-07-15,Limon,45.0,105.0,75.0,Kg,antalya
2025-07-15,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-15,Portakal (Valencia Pak),30.0,60.0,45.0,Kg,antalya
2025-07-16,Lime Limon,130.0,190.0,160.0,Kg,antalya
2025-07-16,Limon,60.0,110.0,85.0,Kg,antalya
2025-07-16,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-16,Portakal (Valencia Pak),30.0,60.0,45.0,Kg,antalya
2025-07-17,Lime Limon,130.0,190.0,160.0,Kg,antalya
2025-07-17,Limon,60.0,110.0,85.0,Kg,antalya
2025-07-17,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-17,Portakal (Valencia Pak),30.0,60.0,45.0,Kg,antalya
2025-07-18,Lime Limon,130.0,190.0,160.0,Kg,antalya
2025-07-18,Limon,60.0,110.0,85.0,Kg,antalya
2025-07-18,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-18,Portakal (Valencia Pak),30.0,60.0,45.0,Kg,antalya
2025-07-19,Lime Limon,130.0,190.0,160.0,Kg,antalya
2025-07-19,Limon,60.0,110.0,85.0,Kg,antalya
2025-07-19,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
2025-07-19,Portakal (Valencia Pak),30.0,60.0,45.0,Kg,antalya
2025-07-21,Lime Limon,130.0,190.0,160.0,Kg,antalya
2025-07-21,Limon,60.0,110.0,85.0,Kg,antalya
2025-07-21,Portakal (Sıkmalık),30.0,40.0,35.0,Kg,antalya
